date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow,eobs
1991-05-09,0.0,233.94,-79.54,92.92,8.62,1.03,-1.5,-1.94,0.37,0.37,0.35,0.39,0.0,0.0,-105.2,92.84,1.39,-0.47,-2.31,-2.88,0.37,0.37,0.35,0.39,0.0,688.75,-55.42,93.04,14.07,2.97,-0.78,-0.86,0.38,0.38,0.35,0.39,0.49,7.78,1.44,0.0
1991-05-10,0.0,155.24,-49.92,92.74,8.49,4.55,-0.02,-2.17,0.38,0.37,0.35,0.39,0.0,0.0,-73.38,92.65,3.73,0.59,-1.01,-3.32,0.37,0.37,0.35,0.39,0.0,449.1,-21.1,92.79,12.94,6.97,0.89,-1.12,0.42,0.39,0.35,0.39,11.63,4.29,1.59,17.7168299395739
1991-05-11,0.0,51.67,-11.2,92.99,8.55,7.12,1.38,-0.89,0.42,0.4,0.36,0.39,0.0,0.0,-26.7,92.74,6.75,5.72,0.79,-1.78,0.41,0.39,0.35,0.39,0.0,164.13,-0.74,93.35,10.55,9.06,1.93,0.2,0.43,0.42,0.36,0.39,16.29,1.37,2.46,15.6038766638136
1991-05-12,0.0,107.43,-40.63,93.68,7.07,4.7,1.02,0.16,0.41,0.41,0.37,0.39,0.0,0.0,-68.65,93.38,3.1,1.9,-0.04,-0.72,0.41,0.41,0.36,0.39,0.0,429.79,-4.53,93.99,10.94,7.0,1.93,1.37,0.42,0.42,0.37,0.39,3.69,2.32,2.84,1.42913885717369
1991-05-13,0.0,176.11,-53.84,94.08,8.63,3.64,-0.07,-0.75,0.4,0.4,0.37,0.39,0.0,0.0,-90.27,93.98,2.81,2.23,-0.86,-1.76,0.39,0.4,0.37,0.39,0.0,540.68,-14.25,94.21,12.95,5.32,0.81,0.0,0.41,0.41,0.37,0.39,1.06,4.6,2.68,0.0
1991-05-14,0.0,108.1,-35.57,93.98,8.66,5.6,0.36,0.11,0.4,0.4,0.37,0.39,0.0,0.0,-57.61,93.9,3.96,1.86,-1.05,-2.16,0.39,0.39,0.37,0.39,0.0,337.44,-6.19,94.06,11.93,8.42,1.48,0.92,0.42,0.4,0.37,0.39,6.23,2.33,2.39,7.07022911298821
1991-05-15,0.0,167.47,-42.16,93.88,6.71,1.79,0.83,-2.29,0.4,0.4,0.37,0.39,0.0,0.0,-92.64,93.63,4.46,-2.4,-0.04,-3.15,0.39,0.4,0.37,0.39,0.0,590.57,-3.62,94.02,9.43,6.72,1.75,-0.65,0.41,0.4,0.37,0.39,0.81,5.54,2.29,11.8894443565558
1991-05-16,0.82,182.64,-43.06,93.45,4.45,0.73,1.12,-1.2,0.41,0.4,0.37,0.39,0.0,0.0,-90.9,93.25,1.5,-2.46,0.51,-3.16,0.39,0.4,0.37,0.39,1.28,630.86,2.56,93.69,7.9,4.31,2.32,0.73,0.43,0.41,0.37,0.39,9.21,4.71,2.61,3.174594512954
1991-05-17,0.6,178.6,-54.34,93.66,4.46,0.91,0.5,-1.39,0.4,0.4,0.37,0.39,0.4,0.0,-82.75,93.53,0.59,-0.92,0.1,-2.67,0.4,0.4,0.37,0.39,0.78,564.81,-20.69,93.82,8.21,3.8,1.12,-0.1,0.41,0.41,0.37,0.39,2.79,4.05,2.32,1.51919133943161
1991-05-18,0.3,201.93,-62.6,93.87,5.34,0.73,-0.24,-1.93,0.4,0.4,0.38,0.39,0.19,0.0,-84.11,93.74,-0.65,-2.06,-0.99,-3.44,0.4,0.4,0.37,0.39,0.4,605.78,-39.63,93.96,10.17,3.15,0.22,-1.08,0.4,0.4,0.38,0.39,2.74,5.18,2.11,0.0
1991-05-19,0.13,212.99,-61.03,94.02,6.83,1.72,-0.21,-1.0,0.4,0.39,0.38,0.39,0.08,0.0,-88.74,93.91,0.21,-0.86,-0.92,-2.21,0.39,0.39,0.38,0.39,0.19,602.77,-34.31,94.11,11.49,4.27,0.61,0.33,0.4,0.4,0.38,0.39,3.13,5.11,2.06,0.0
1991-05-20,0.05,166.94,-48.35,94.28,9.78,3.22,0.2,-0.58,0.39,0.39,0.38,0.39,0.03,0.0,-76.86,94.04,5.59,0.52,-0.74,-1.76,0.38,0.39,0.37,0.39,0.08,583.16,-30.56,94.54,13.08,6.22,0.89,0.51,0.39,0.39,0.38,0.39,0.23,4.59,2.06,0.0
1991-05-21,0.02,201.86,-56.71,94.81,12.65,7.01,0.01,-0.54,0.37,0.38,0.37,0.39,0.01,0.0,-80.47,94.52,6.43,3.39,-0.92,-1.29,0.37,0.38,0.37,0.39,0.03,593.0,-38.78,94.96,17.77,11.2,0.98,0.29,0.38,0.39,0.37,0.39,0.0,5.38,1.87,0.0
1991-05-22,0.0,222.74,-61.56,94.84,14.43,8.77,0.4,-1.31,0.36,0.37,0.37,0.39,0.0,0.0,-90.84,94.58,8.54,6.8,-0.98,-2.11,0.36,0.37,0.37,0.39,0.01,598.52,-30.22,94.98,19.14,10.66,1.9,-0.18,0.37,0.38,0.37,0.39,0.03,6.71,1.62,0.0
1991-05-23,0.0,274.14,-87.73,94.41,10.62,3.25,0.18,-2.81,0.35,0.37,0.37,0.39,0.0,0.0,-128.23,94.34,7.48,0.11,-0.39,-3.97,0.35,0.36,0.37,0.39,0.0,774.63,-23.74,94.59,13.15,8.62,0.72,-1.95,0.36,0.37,0.37,0.39,0.0,9.19,1.55,0.0
1991-05-24,0.0,216.48,-75.59,94.29,7.52,-1.53,-0.3,-2.3,0.34,0.36,0.37,0.39,0.0,0.0,-97.78,94.23,3.62,-3.82,-1.26,-3.05,0.34,0.35,0.37,0.39,0.0,604.2,-54.36,94.38,11.04,0.22,0.27,-1.12,0.35,0.36,0.37,0.39,0.15,7.87,1.52,0.0
1991-05-25,0.0,228.65,-76.77,94.31,8.36,0.34,0.06,-1.26,0.34,0.35,0.37,0.39,0.0,0.0,-114.25,94.22,1.42,-1.59,-1.09,-2.36,0.33,0.35,0.36,0.39,0.0,716.32,-52.95,94.41,13.15,2.77,1.19,-0.5,0.34,0.35,0.37,0.39,0.0,6.66,1.4,0.0
1991-05-26,0.0,159.54,-39.17,94.31,10.05,4.89,0.19,-1.61,0.34,0.35,0.36,0.39,0.0,0.0,-68.87,94.23,6.55,1.98,-0.81,-3.65,0.33,0.34,0.36,0.39,0.0,431.03,-6.87,94.47,13.97,6.35,0.86,-0.14,0.34,0.35,0.36,0.39,0.81,5.06,1.38,0.0
1991-05-27,0.0,271.86,-87.29,94.23,10.99,3.51,-1.73,-0.68,0.33,0.34,0.36,0.39,0.0,0.0,-120.14,94.04,4.26,2.15,-2.47,-1.07,0.32,0.34,0.36,0.39,0.0,779.39,-37.35,94.44,16.85,4.92,-0.78,0.07,0.33,0.34,0.36,0.39,0.0,8.36,1.28,0.0
1991-05-28,0.0,280.74,-95.17,93.81,12.42,2.75,-1.39,-0.4,0.32,0.34,0.36,0.39,0.0,0.0,-131.95,93.6,4.66,0.49,-2.02,-0.68,0.31,0.33,0.36,0.39,0.0,771.36,-60.82,94.02,18.9,5.18,-0.94,-0.11,0.32,0.34,0.36,0.39,0.0,8.31,1.19,0.0
1991-05-29,0.0,273.67,-88.74,93.52,13.07,4.61,-1.61,-0.81,0.31,0.33,0.36,0.39,0.0,0.0,-121.71,93.42,5.75,2.96,-2.11,-1.63,0.3,0.32,0.35,0.39,0.0,756.68,-60.07,93.62,19.11,6.23,-1.12,-0.23,0.31,0.33,0.36,0.39,0.31,8.64,1.25,1.63481634115455
1991-05-30,0.0,270.16,-89.08,93.57,13.8,4.2,-1.85,-0.85,0.3,0.32,0.35,0.39,0.0,0.0,-115.45,93.49,6.75,3.28,-2.7,-1.14,0.3,0.32,0.35,0.39,0.0,743.16,-60.3,93.66,19.71,5.58,-1.07,-0.1,0.31,0.32,0.35,0.39,0.0,9.52,1.06,0.0
1991-05-31,0.0,268.57,-87.5,93.54,14.76,5.25,-0.93,-0.36,0.29,0.32,0.35,0.39,0.0,0.0,-117.95,93.37,6.81,3.97,-1.5,-1.13,0.29,0.31,0.35,0.39,0.0,738.66,-55.67,93.65,21.18,9.08,0.14,0.24,0.3,0.32,0.35,0.39,0.0,8.08,1.1,0.0
1991-06-01,0.0,223.28,-69.25,93.32,15.32,6.8,0.03,-1.17,0.29,0.31,0.35,0.39,0.0,0.0,-102.41,93.21,9.04,5.29,-1.49,-2.32,0.28,0.31,0.34,0.39,0.0,681.42,-45.43,93.38,20.22,8.45,1.95,0.34,0.29,0.31,0.35,0.39,0.13,8.0,1.07,0.0
1991-06-02,0.0,253.66,-76.76,93.18,15.08,5.69,0.32,0.01,0.28,0.3,0.34,0.39,0.0,0.0,-114.56,92.96,8.55,3.6,-0.88,-2.06,0.27,0.3,0.34,0.39,0.0,731.15,-48.36,93.34,20.49,9.13,1.91,2.32,0.28,0.31,0.34,0.39,0.14,8.87,1.02,2.02195852249594
1991-06-03,0.0,207.73,-53.71,92.98,13.04,6.21,3.09,0.43,0.3,0.3,0.34,0.39,0.0,0.0,-100.22,92.83,9.15,2.14,0.64,-2.11,0.27,0.3,0.34,0.39,0.0,605.6,-23.76,93.25,15.57,9.5,5.16,2.54,0.32,0.3,0.34,0.39,5.08,9.37,1.1,0.0
1991-06-04,0.0,192.28,-55.79,93.16,9.74,-0.67,2.1,-0.87,0.3,0.3,0.34,0.39,0.0,0.0,-97.31,93.08,6.9,-3.86,0.51,-1.59,0.29,0.3,0.34,0.38,0.0,603.23,-25.21,93.3,13.29,1.71,4.09,-0.35,0.31,0.3,0.34,0.39,0.02,9.21,0.94,0.0
1991-06-05,0.0,198.46,-57.07,93.26,10.36,0.84,0.43,0.11,0.29,0.3,0.34,0.38,0.0,0.0,-91.1,92.95,6.11,-1.67,-1.67,-1.21,0.29,0.3,0.34,0.38,0.0,517.69,-20.65,93.42,14.88,4.61,2.01,0.95,0.29,0.3,0.34,0.38,0.1,6.79,0.96,11.1338384292659
1991-06-06,0.0,115.38,-31.37,92.87,10.85,7.2,1.03,1.37,0.37,0.32,0.34,0.38,0.0,0.0,-81.72,92.77,8.39,4.05,-1.33,0.26,0.29,0.3,0.33,0.38,0.0,446.12,-3.98,92.98,13.96,9.48,4.18,2.41,0.42,0.34,0.34,0.38,18.65,4.16,1.61,16.3493561596549
1991-06-07,0.0,88.15,-23.08,92.33,10.57,7.69,-0.56,1.21,0.39,0.35,0.34,0.38,0.0,0.0,-39.14,91.93,9.29,6.22,-1.7,0.25,0.37,0.34,0.33,0.38,0.0,274.41,-6.25,92.92,12.26,8.66,0.78,1.93,0.41,0.36,0.34,0.38,8.79,2.65,1.22,10.1035426123866
1991-06-08,0.0,142.18,-28.88,92.72,11.47,9.14,1.14,0.05,0.4,0.37,0.34,0.38,0.0,0.0,-71.44,91.98,9.1,7.94,-1.07,-1.49,0.39,0.36,0.34,0.38,0.0,502.74,2.86,93.39,15.33,11.24,3.63,1.15,0.41,0.38,0.34,0.38,7.75,3.8,1.39,2.41829679176062
1991-06-09,0.0,84.15,-19.74,93.27,12.08,9.16,0.82,1.53,0.39,0.38,0.34,0.38,0.0,0.0,-41.65,93.17,8.68,7.14,-0.59,1.1,0.38,0.37,0.34,0.38,0.0,320.15,1.13,93.38,15.61,11.09,3.24,2.42,0.43,0.39,0.34,0.38,8.26,2.96,1.47,22.7071091169882
1991-06-10,0.0,193.44,-44.97,93.54,12.29,6.94,3.31,1.1,0.4,0.39,0.34,0.38,0.0,0.0,-77.85,93.25,8.99,4.93,1.3,0.51,0.38,0.39,0.34,0.38,0.0,549.34,2.53,93.84,15.3,10.64,4.97,1.59,0.42,0.39,0.34,0.38,2.25,8.09,2.22,0.0
1991-06-11,0.0,209.74,-57.97,94.02,12.37,5.65,1.99,0.47,0.38,0.38,0.34,0.38,0.0,0.0,-91.69,93.87,8.6,3.79,0.24,-0.22,0.37,0.37,0.34,0.38,0.0,536.4,-22.09,94.09,15.75,7.19,3.03,1.3,0.38,0.39,0.34,0.38,0.49,7.41,1.51,0.0
1991-06-12,0.0,242.72,-65.97,93.66,15.28,7.91,0.37,0.89,0.36,0.37,0.34,0.38,0.0,0.0,-114.95,93.39,6.67,4.7,-1.35,0.14,0.36,0.36,0.34,0.38,0.0,755.52,-20.07,94.02,22.07,12.61,2.63,1.87,0.37,0.37,0.34,0.38,0.47,7.5,1.3,2.73022427732473
1991-06-13,0.0,170.92,-44.06,93.37,13.89,7.81,2.78,0.73,0.35,0.36,0.34,0.38,0.0,0.0,-68.87,93.3,11.61,5.64,-0.18,-0.41,0.35,0.36,0.34,0.38,0.0,462.54,-19.35,93.44,16.11,9.9,4.85,1.27,0.36,0.36,0.34,0.38,0.18,7.49,1.34,0.0
1991-06-14,0.0,145.68,-37.05,93.5,13.32,7.17,2.8,1.14,0.35,0.35,0.34,0.38,0.0,0.0,-65.69,93.44,10.55,6.44,0.6,0.06,0.34,0.35,0.34,0.38,0.0,361.88,-11.02,93.55,16.67,8.85,4.39,1.7,0.35,0.36,0.34,0.38,0.71,7.53,1.26,0.0
1991-06-15,0.0,254.38,-63.66,93.25,16.7,10.52,1.54,1.43,0.34,0.35,0.34,0.38,0.0,0.0,-91.23,92.88,9.74,8.54,-0.36,0.45,0.33,0.34,0.34,0.38,0.0,694.38,-19.0,93.57,22.6,13.24,3.38,2.85,0.34,0.35,0.34,0.38,0.12,8.87,1.15,17.0776004453158
1991-06-16,0.0,37.18,-8.56,93.01,13.1,11.25,1.15,-0.36,0.39,0.36,0.34,0.38,0.0,0.0,-25.63,92.9,10.83,10.08,0.0,-1.84,0.33,0.34,0.34,0.38,0.0,157.39,-1.18,93.11,15.7,12.02,2.93,0.8,0.43,0.41,0.34,0.38,25.95,1.58,2.06,21.9998810530146
1991-06-17,0.0,76.98,-23.57,93.14,9.45,7.47,0.44,0.31,0.42,0.41,0.35,0.38,0.0,0.0,-38.5,93.05,7.28,6.4,-0.79,-0.73,0.42,0.41,0.34,0.38,0.0,280.99,-7.57,93.21,11.16,9.79,1.25,1.68,0.43,0.41,0.35,0.38,9.81,2.14,2.5,6.74865229521924
1991-06-18,0.0,206.77,-49.67,93.4,9.21,6.22,2.15,1.14,0.41,0.41,0.35,0.38,0.0,0.0,-80.64,93.12,6.39,4.42,0.52,0.7,0.4,0.4,0.35,0.38,0.0,620.64,-20.85,93.67,12.16,8.3,2.98,1.57,0.42,0.41,0.35,0.38,4.37,5.32,2.07,1.96269086894103
1991-06-19,0.0,220.94,-62.51,93.5,9.84,4.29,1.86,1.25,0.4,0.4,0.36,0.38,0.0,0.0,-76.97,93.39,6.22,3.65,-0.21,0.1,0.39,0.39,0.36,0.38,0.0,615.03,-42.3,93.64,13.11,5.5,4.08,2.0,0.4,0.4,0.36,0.38,1.61,7.14,1.96,1.96789125069791
1991-06-20,0.0,71.25,-26.95,93.02,9.96,7.14,0.19,1.5,0.4,0.39,0.36,0.38,0.0,0.0,-51.84,92.84,6.2,4.75,-1.31,0.73,0.39,0.39,0.36,0.38,0.0,249.24,2.2,93.36,12.49,9.38,2.62,2.75,0.43,0.41,0.36,0.38,9.65,2.24,2.09,17.4791748787806
1991-06-21,0.0,194.7,-41.81,93.52,14.23,9.21,1.4,1.08,0.4,0.4,0.36,0.38,0.0,0.0,-99.83,93.21,9.5,7.97,-1.37,-0.32,0.39,0.4,0.36,0.38,0.0,521.12,6.35,93.66,19.18,10.64,2.3,1.73,0.42,0.41,0.36,0.38,1.44,6.22,2.88,0.0
1991-06-22,0.0,237.71,-53.63,93.83,17.75,11.96,0.12,1.16,0.39,0.39,0.36,0.38,0.0,0.0,-93.82,93.67,11.04,8.63,-1.54,-0.05,0.38,0.39,0.36,0.38,0.0,712.83,-13.37,94.11,24.97,15.62,2.82,2.1,0.39,0.4,0.36,0.38,1.76,7.37,2.55,11.0435831798294
1991-06-23,0.0,197.94,-36.59,94.17,18.13,13.8,1.38,0.95,0.38,0.38,0.36,0.38,0.0,0.0,-80.81,93.99,14.63,13.32,0.08,0.13,0.37,0.38,0.36,0.38,0.0,607.52,-2.75,94.3,22.8,15.32,2.78,1.51,0.39,0.39,0.36,0.38,1.96,6.66,2.66,0.0
1991-06-24,0.0,204.43,-42.61,94.01,17.72,12.99,2.32,1.07,0.38,0.38,0.36,0.38,0.0,0.0,-75.7,93.98,14.32,11.48,-0.04,-0.35,0.37,0.37,0.36,0.38,0.0,620.18,-19.91,94.04,21.62,13.96,4.87,1.87,0.39,0.38,0.36,0.38,1.69,8.11,2.22,3.12119518009722
1991-06-25,0.0,175.4,-33.96,93.88,18.74,14.1,1.66,0.92,0.36,0.37,0.36,0.38,0.0,0.0,-69.14,93.67,15.32,13.41,-0.35,0.13,0.36,0.37,0.36,0.38,0.0,500.21,-2.08,94.02,22.81,15.67,3.02,1.59,0.37,0.37,0.36,0.38,0.35,6.71,1.86,0.0
1991-06-26,0.0,180.94,-45.65,93.57,17.8,13.78,1.52,0.71,0.36,0.36,0.36,0.38,0.0,0.0,-61.71,93.48,14.36,12.47,-0.61,-0.63,0.35,0.36,0.36,0.38,0.0,503.61,-25.66,93.67,20.94,15.52,3.81,1.21,0.36,0.37,0.36,0.38,1.0,6.01,2.06,5.87941325554901
1991-06-27,0.0,193.83,-46.58,93.21,12.87,8.31,3.23,1.25,0.37,0.36,0.36,0.38,0.0,0.0,-82.1,92.98,9.58,3.48,-0.28,0.5,0.35,0.36,0.36,0.38,0.0,616.35,-12.65,93.45,14.91,13.18,7.07,2.09,0.39,0.36,0.36,0.38,6.05,8.14,1.8,6.07228062483518
1991-06-28,0.0,161.53,-40.61,93.45,10.13,6.5,2.91,0.8,0.39,0.37,0.36,0.38,0.0,0.0,-67.57,93.29,7.96,4.18,1.41,-0.83,0.38,0.36,0.36,0.38,0.0,476.86,-19.57,93.75,12.47,8.8,3.85,1.83,0.42,0.38,0.36,0.38,10.68,5.48,1.89,9.16941807556627
1991-06-29,0.0,190.3,-54.86,94.05,10.51,6.79,1.74,0.49,0.4,0.38,0.36,0.38,0.0,0.0,-85.16,93.77,6.78,5.89,0.64,-1.11,0.39,0.38,0.36,0.38,0.0,656.51,-29.67,94.35,15.02,8.29,3.02,1.27,0.4,0.39,0.36,0.38,3.81,5.32,1.76,2.36679392839775
1991-06-30,0.0,262.24,-77.46,94.4,14.05,6.98,0.45,0.8,0.38,0.38,0.36,0.38,0.0,0.0,-113.34,94.32,7.16,5.63,-0.9,0.16,0.37,0.37,0.36,0.38,0.0,759.65,-36.41,94.5,19.39,8.59,1.61,1.27,0.39,0.38,0.36,0.38,0.0,7.43,1.62,0.0
1991-07-01,0.0,281.78,-82.34,94.13,17.22,8.4,-0.74,0.72,0.36,0.37,0.35,0.38,0.0,0.0,-119.15,93.86,9.34,6.4,-1.77,-0.11,0.35,0.36,0.35,0.38,0.0,764.01,-46.29,94.37,23.5,12.01,0.45,1.7,0.37,0.37,0.36,0.38,0.0,8.52,1.58,0.0
1991-07-02,0.0,274.85,-76.0,93.67,19.55,10.67,-0.93,0.09,0.34,0.36,0.35,0.38,0.0,0.0,-118.01,93.46,12.12,8.12,-1.99,-0.6,0.34,0.35,0.35,0.38,0.0,761.44,-41.24,93.86,25.87,14.24,0.27,0.62,0.35,0.36,0.35,0.38,0.03,8.48,1.32,0.0
1991-07-03,0.0,260.59,-72.98,93.63,19.64,12.11,-0.86,-0.55,0.33,0.35,0.35,0.38,0.0,0.0,-106.41,93.47,12.94,10.09,-2.04,-1.26,0.32,0.34,0.35,0.38,0.0,757.28,-45.74,93.78,25.38,14.16,0.41,0.49,0.34,0.35,0.35,0.38,0.08,8.62,1.32,0.0
1991-07-04,0.0,233.79,-60.63,93.73,20.64,13.92,-2.19,-0.74,0.32,0.34,0.35,0.38,0.0,0.0,-82.25,93.65,14.53,12.81,-3.45,-1.05,0.32,0.33,0.35,0.38,0.0,619.26,-46.96,93.8,25.98,15.42,-1.13,-0.37,0.33,0.34,0.35,0.38,0.25,9.28,1.31,0.0
1991-07-05,0.0,261.09,-67.3,93.59,21.97,15.96,-1.7,0.08,0.31,0.33,0.35,0.38,0.0,0.0,-96.61,93.49,15.22,14.33,-2.83,-0.87,0.31,0.33,0.34,0.38,0.0,737.32,-37.77,93.66,28.16,17.51,-1.22,0.75,0.32,0.33,0.35,0.38,0.36,8.84,1.22,0.0
1991-07-06,0.0,248.11,-60.9,93.69,22.26,16.64,-0.49,-0.33,0.31,0.32,0.34,0.38,0.0,0.0,-88.32,93.51,15.88,15.03,-1.79,-1.58,0.3,0.32,0.34,0.38,0.0,701.18,-40.99,93.8,28.4,17.87,1.36,0.76,0.32,0.33,0.34,0.38,2.66,7.93,1.09,0.412977105390479
1991-07-07,0.0,253.06,-68.55,93.68,22.11,14.1,0.25,0.57,0.31,0.32,0.34,0.38,0.0,0.0,-108.67,93.57,15.16,12.17,-1.26,-0.37,0.3,0.31,0.34,0.38,0.0,756.16,-33.58,93.8,28.64,16.86,2.66,2.51,0.32,0.32,0.34,0.38,0.36,9.05,1.37,26.8804631868096
1991-07-08,0.0,230.65,-57.22,93.92,21.16,14.61,1.43,0.51,0.3,0.31,0.34,0.38,0.0,0.0,-84.38,93.81,17.21,12.23,0.47,-0.31,0.29,0.31,0.34,0.38,0.0,662.5,-26.02,94.02,25.2,16.55,2.14,1.84,0.3,0.31,0.34,0.38,0.25,8.77,1.62,0.0
1991-07-09,0.0,174.59,-42.41,94.06,19.64,14.43,0.38,-0.47,0.3,0.31,0.33,0.38,0.0,0.0,-73.52,93.98,16.98,13.77,-1.06,-1.8,0.29,0.31,0.33,0.38,0.0,504.18,-19.22,94.17,22.95,15.34,1.66,0.62,0.3,0.31,0.34,0.38,2.38,5.78,1.17,2.39241415778715
1991-07-10,0.0,255.21,-66.99,94.02,21.08,14.13,-1.47,-0.48,0.3,0.3,0.33,0.38,0.0,0.0,-100.84,93.88,14.55,12.72,-2.24,-1.52,0.29,0.3,0.33,0.38,0.0,734.19,-37.82,94.17,26.95,16.43,-0.57,1.13,0.3,0.31,0.33,0.38,0.11,9.32,1.08,0.0
1991-07-11,0.0,252.81,-67.09,93.91,23.13,14.93,0.05,1.03,0.28,0.3,0.33,0.38,0.0,0.0,-95.96,93.81,15.92,12.53,-1.52,0.19,0.27,0.29,0.33,0.38,0.0,690.23,-40.28,94.0,29.1,17.49,1.87,1.56,0.29,0.3,0.33,0.38,0.01,9.61,1.02,0.0
1991-07-12,0.0,187.91,-46.63,94.04,21.68,16.57,0.88,0.94,0.29,0.29,0.33,0.38,0.0,0.0,-71.31,93.88,18.37,14.71,-0.83,-0.64,0.27,0.29,0.33,0.38,0.0,603.49,-25.08,94.17,26.67,17.92,3.12,2.03,0.31,0.29,0.33,0.38,3.77,6.63,0.98,2.8343273323111
1991-07-13,0.0,176.41,-36.64,93.85,20.14,15.75,1.07,0.29,0.34,0.3,0.33,0.37,0.0,0.0,-79.18,93.56,17.17,13.31,0.03,-0.8,0.31,0.29,0.32,0.37,0.0,565.27,2.42,94.11,23.71,17.4,2.46,1.72,0.35,0.3,0.33,0.38,5.22,6.31,0.94,12.3179987522548
1991-07-14,0.0,90.7,-25.1,93.51,15.4,12.58,2.39,0.64,0.38,0.32,0.32,0.37,0.0,0.0,-54.21,93.33,13.83,11.22,0.83,-0.35,0.33,0.3,0.32,0.37,0.0,318.96,-1.28,93.76,18.39,13.75,4.04,1.72,0.42,0.35,0.32,0.37,19.24,3.49,1.9,15.1871185469164
1991-07-15,0.0,229.33,-60.99,93.72,16.65,11.11,1.49,0.62,0.37,0.35,0.33,0.37,0.0,0.0,-104.08,93.6,12.35,9.97,0.14,-0.01,0.36,0.35,0.32,0.37,0.0,715.37,-35.38,93.8,21.26,12.41,3.04,1.34,0.39,0.35,0.33,0.37,0.09,7.91,1.34,0.0
1991-07-16,0.0,227.07,-62.48,93.61,17.76,11.42,1.0,-0.61,0.35,0.34,0.32,0.37,0.0,0.0,-98.58,93.51,13.42,10.67,-0.55,-1.75,0.34,0.34,0.32,0.37,0.0,631.69,-31.57,93.67,22.19,12.38,2.6,0.19,0.35,0.35,0.32,0.37,0.01,7.7,1.0,0.0
1991-07-17,0.0,161.75,-48.83,93.59,16.59,10.78,0.77,-0.84,0.34,0.34,0.32,0.37,0.0,0.0,-80.02,93.45,12.99,9.43,-0.68,-1.29,0.33,0.33,0.32,0.37,0.0,553.97,-22.64,93.69,20.05,11.62,2.14,-0.29,0.34,0.34,0.32,0.37,1.05,5.67,1.18,7.90009553756792
1991-07-18,0.0,217.7,-57.89,93.59,17.08,8.71,1.09,0.35,0.33,0.33,0.32,0.37,0.0,0.0,-101.52,93.39,11.92,7.18,-0.36,-1.37,0.32,0.33,0.32,0.37,0.0,707.17,-24.97,93.7,21.36,10.3,3.16,1.9,0.33,0.33,0.32,0.37,0.73,8.44,1.07,4.66938222606777
1991-07-19,0.0,91.03,-21.69,93.42,17.78,13.74,2.05,0.92,0.34,0.33,0.32,0.37,0.0,0.0,-57.5,93.33,16.19,10.23,0.01,0.13,0.32,0.33,0.32,0.37,0.0,229.68,-1.35,93.49,19.84,15.25,3.56,1.51,0.35,0.33,0.32,0.37,4.28,3.92,1.2,2.95183687604686
1991-07-20,0.0,187.3,-47.99,93.61,17.08,11.28,1.4,-0.89,0.34,0.33,0.32,0.37,0.0,0.0,-88.81,93.51,13.35,9.83,-0.11,-1.7,0.33,0.33,0.32,0.37,0.0,569.17,-0.53,93.77,21.05,14.26,3.65,-0.16,0.35,0.33,0.32,0.37,0.06,7.56,1.04,0.0
1991-07-21,0.0,223.94,-67.7,93.79,16.38,9.38,0.24,-1.47,0.32,0.32,0.32,0.37,0.0,0.0,-111.28,93.71,11.82,7.79,-0.58,-2.03,0.31,0.32,0.32,0.37,0.0,693.69,-23.19,93.87,20.85,10.52,1.26,-0.88,0.33,0.33,0.32,0.37,0.0,7.84,0.96,0.0
1991-07-22,0.0,229.29,-71.64,93.76,17.67,9.69,-1.41,-0.85,0.31,0.32,0.32,0.37,0.0,0.0,-96.27,93.65,11.25,8.46,-2.04,-1.45,0.3,0.31,0.32,0.37,0.0,648.59,-52.35,93.85,22.99,12.06,-0.77,-0.31,0.31,0.32,0.32,0.37,0.01,8.3,0.93,0.0
1991-07-23,0.0,254.22,-73.44,93.45,20.43,11.53,0.23,0.86,0.29,0.31,0.32,0.37,0.0,0.0,-112.33,93.25,12.12,9.42,-1.73,-0.2,0.29,0.3,0.31,0.37,0.0,748.34,-33.66,93.64,28.01,13.75,3.38,2.39,0.3,0.31,0.32,0.37,0.24,9.53,0.9,0.0
