date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow,eobs
1991-05-03,0.0,127.76,-51.24,98.56,6.6,0.97,1.48,-1.71,0.35,0.34,0.33,0.38,0.0,0.0,-102.96,98.27,3.6,-1.84,1.04,-2.66,0.34,0.34,0.33,0.38,0.0,460.82,-3.01,98.82,9.62,3.99,1.98,-0.61,0.35,0.34,0.33,0.38,0.64,4.43,0.47,0.0
1991-05-04,0.0,182.5,-64.77,98.14,5.82,2.19,1.48,-0.42,0.34,0.34,0.33,0.38,0.0,0.0,-105.53,97.98,1.16,0.1,0.98,-1.55,0.34,0.34,0.33,0.38,0.0,640.3,-2.2,98.26,10.32,4.01,2.05,0.76,0.34,0.34,0.33,0.38,1.16,3.96,0.46,0.0
1991-05-05,0.0,178.63,-62.12,98.19,7.3,3.91,0.98,0.04,0.34,0.34,0.33,0.38,0.0,0.0,-96.93,98.11,3.71,2.5,0.4,-0.59,0.34,0.34,0.33,0.38,0.0,512.78,-30.13,98.29,11.5,5.7,1.5,0.61,0.34,0.34,0.33,0.38,1.06,3.68,0.47,0.0377823414254237
1991-05-06,0.0,151.89,-59.12,98.22,7.88,2.75,0.76,-0.0,0.33,0.33,0.33,0.38,0.0,0.0,-84.23,98.14,1.79,1.4,-0.1,-1.1,0.33,0.33,0.32,0.38,0.0,454.82,-22.17,98.33,12.39,4.58,1.21,1.35,0.34,0.34,0.33,0.38,0.13,3.81,0.46,0.0
1991-05-07,0.0,194.46,-72.73,98.1,9.79,2.85,0.68,-0.99,0.32,0.33,0.32,0.38,0.0,0.0,-108.65,97.99,5.15,0.67,-1.27,-1.81,0.32,0.33,0.32,0.38,0.0,587.39,-18.35,98.17,14.37,5.02,1.74,-0.11,0.33,0.33,0.32,0.38,0.34,5.21,0.51,0.0
1991-05-08,0.0,210.51,-83.63,98.29,9.8,3.55,-1.17,-1.3,0.31,0.33,0.32,0.38,0.0,0.0,-118.71,98.16,2.53,1.46,-1.52,-1.98,0.31,0.32,0.32,0.38,0.0,585.97,-58.4,98.51,15.24,5.96,-0.84,-0.57,0.32,0.33,0.32,0.38,0.42,5.58,0.43,0.0
1991-05-09,0.0,203.59,-85.44,98.56,10.63,2.91,-1.84,-1.87,0.31,0.32,0.32,0.38,0.0,0.0,-119.86,98.49,5.08,0.96,-2.32,-2.35,0.3,0.32,0.32,0.38,0.0,631.34,-66.25,98.68,15.18,4.33,-1.38,-1.33,0.31,0.32,0.32,0.38,0.03,6.72,0.44,0.0
1991-05-10,0.0,211.46,-81.62,98.23,11.96,6.73,-0.95,-2.63,0.3,0.32,0.32,0.38,0.0,0.0,-112.59,98.01,5.69,3.25,-1.92,-3.34,0.29,0.31,0.32,0.38,0.0,634.13,-57.08,98.49,17.89,9.77,0.15,-1.97,0.3,0.32,0.32,0.38,1.39,6.37,0.44,0.562423006327368
1991-05-11,0.0,80.65,-37.71,98.26,11.84,8.85,0.7,-2.69,0.31,0.31,0.32,0.38,0.0,0.0,-68.59,98.12,7.96,6.7,-0.66,-4.07,0.3,0.31,0.32,0.38,0.0,275.14,-18.44,98.54,14.56,11.16,2.11,-1.85,0.33,0.31,0.32,0.38,3.89,2.83,0.45,3.83860375329821
1991-05-12,0.0,146.61,-54.47,99.02,10.89,6.06,1.55,-1.81,0.33,0.31,0.32,0.38,0.0,0.0,-78.72,98.57,7.77,4.28,0.43,-2.55,0.32,0.31,0.32,0.38,0.0,431.11,-21.49,99.44,13.75,7.24,2.15,-1.08,0.33,0.31,0.32,0.38,0.96,4.83,0.49,0.0
1991-05-13,0.0,177.59,-66.51,99.53,11.56,5.23,0.59,-0.51,0.32,0.31,0.32,0.38,0.0,0.0,-109.93,99.42,6.53,3.25,-0.12,-1.4,0.31,0.31,0.32,0.38,0.0,523.14,-24.05,99.67,16.46,7.57,1.13,1.46,0.32,0.31,0.32,0.38,0.27,4.68,0.44,0.0
1991-05-14,0.0,79.0,-33.86,99.34,11.17,7.84,0.99,-0.58,0.34,0.31,0.32,0.38,0.0,0.0,-68.05,99.23,7.94,3.97,-0.02,-3.37,0.31,0.31,0.32,0.38,0.0,216.57,-5.57,99.55,14.02,12.1,2.42,1.76,0.38,0.32,0.32,0.38,6.79,2.1,0.46,3.81078034425938
1991-05-15,0.0,208.46,-71.89,99.33,8.81,1.72,1.97,-1.82,0.35,0.32,0.32,0.38,0.0,0.0,-117.0,98.88,6.18,0.32,0.46,-3.34,0.34,0.32,0.32,0.38,0.0,606.94,-25.84,99.59,12.14,4.88,3.5,-0.03,0.36,0.32,0.32,0.38,1.85,7.17,0.43,6.31149906735462
1991-05-16,0.0,185.74,-54.74,98.88,7.61,1.67,1.37,-2.09,0.36,0.32,0.31,0.38,0.0,0.0,-92.36,98.71,4.61,-0.92,0.25,-3.21,0.35,0.32,0.31,0.38,0.0,550.18,-9.69,99.13,11.14,4.37,2.99,-0.31,0.38,0.33,0.32,0.38,4.25,6.1,0.5,0.0
1991-05-17,0.0,168.91,-63.56,99.15,7.87,3.37,1.2,-1.93,0.35,0.33,0.31,0.38,0.0,0.0,-104.73,99.04,3.47,1.63,0.31,-2.83,0.35,0.33,0.31,0.38,0.0,558.79,-18.69,99.35,12.05,5.43,1.72,-0.57,0.36,0.33,0.31,0.38,2.27,4.64,0.37,0.0
1991-05-18,0.0,191.63,-78.18,99.4,8.51,2.95,0.2,-2.27,0.34,0.33,0.31,0.38,0.0,0.0,-99.72,99.33,3.15,1.13,-0.21,-3.22,0.34,0.33,0.31,0.38,0.0,540.2,-60.67,99.51,12.79,4.64,0.93,-1.52,0.35,0.33,0.31,0.38,1.49,5.29,0.38,0.0
1991-05-19,0.0,188.65,-70.33,99.51,9.65,4.58,0.56,-0.88,0.33,0.33,0.31,0.38,0.0,0.0,-104.94,99.44,2.72,2.13,-0.57,-1.69,0.33,0.32,0.31,0.38,0.0,517.84,-37.75,99.63,14.36,6.38,1.5,0.49,0.34,0.33,0.31,0.38,0.7,4.58,0.37,0.0
1991-05-20,0.0,145.72,-49.64,99.65,12.51,6.36,1.29,-0.01,0.32,0.32,0.31,0.38,0.0,0.0,-96.28,99.45,6.04,3.59,0.47,-1.41,0.32,0.32,0.31,0.38,0.0,489.93,-25.06,99.85,16.67,8.9,2.01,1.34,0.33,0.32,0.31,0.38,0.06,4.4,0.37,0.0
1991-05-21,0.0,134.0,-47.28,100.13,15.46,11.09,1.98,-0.32,0.31,0.32,0.31,0.38,0.0,0.0,-67.2,99.86,9.29,8.26,0.54,-1.99,0.31,0.32,0.31,0.38,0.0,338.73,-31.17,100.32,20.39,13.65,3.08,0.63,0.32,0.32,0.31,0.38,0.31,4.34,0.38,0.0
1991-05-22,0.0,163.38,-60.55,100.16,16.21,10.32,2.07,-1.49,0.3,0.31,0.31,0.38,0.0,0.0,-84.77,99.88,9.81,5.58,0.61,-3.28,0.3,0.31,0.31,0.38,0.0,508.12,-36.7,100.33,20.75,12.29,3.68,-0.02,0.31,0.32,0.31,0.38,0.05,6.69,0.37,0.0
1991-05-23,0.0,180.63,-70.21,99.97,10.21,2.34,1.49,-2.77,0.29,0.31,0.31,0.38,0.0,0.0,-92.61,99.86,7.45,1.2,0.5,-3.48,0.29,0.31,0.31,0.38,0.0,553.2,-47.52,100.06,12.46,4.93,2.42,-1.79,0.3,0.31,0.31,0.38,0.1,7.72,0.37,0.0
1991-05-24,0.0,166.79,-69.25,99.88,8.67,0.49,0.6,-2.33,0.28,0.3,0.31,0.38,0.0,0.0,-90.36,99.82,5.1,-1.38,-0.23,-3.11,0.28,0.3,0.31,0.38,0.0,485.43,-36.07,99.95,11.93,2.51,0.92,-1.53,0.29,0.31,0.31,0.38,0.02,6.2,0.36,0.0
1991-05-25,0.0,161.67,-56.56,99.77,10.58,2.7,1.31,-1.36,0.28,0.3,0.31,0.38,0.0,0.0,-84.12,99.63,5.62,0.12,0.07,-2.39,0.27,0.3,0.31,0.38,0.0,527.91,-21.87,99.93,14.85,6.9,2.63,0.33,0.28,0.3,0.31,0.38,0.74,5.91,0.36,0.890246419836547
1991-05-26,0.0,86.67,-29.1,99.8,10.53,6.95,1.21,-1.81,0.3,0.3,0.31,0.38,0.0,0.0,-65.93,99.69,8.6,5.76,0.37,-2.97,0.29,0.3,0.3,0.38,0.0,229.2,-10.96,99.97,13.11,8.07,1.7,-0.4,0.3,0.3,0.31,0.38,2.49,3.25,0.37,0.0
1991-05-27,0.0,171.87,-70.25,99.8,11.67,5.47,-0.61,-1.1,0.29,0.3,0.3,0.38,0.0,0.0,-113.36,99.58,4.84,3.66,-1.62,-1.84,0.29,0.29,0.3,0.37,0.0,570.39,-46.54,99.95,16.66,7.56,0.6,-0.16,0.3,0.3,0.3,0.38,0.03,4.68,0.37,0.0
1991-05-28,0.0,197.12,-74.98,99.38,13.56,6.11,-1.76,-1.27,0.28,0.29,0.3,0.37,0.0,0.0,-104.73,99.18,6.69,4.86,-2.83,-2.36,0.28,0.29,0.3,0.37,0.0,628.92,-56.55,99.59,18.82,7.57,-1.16,-0.73,0.29,0.29,0.3,0.37,0.0,6.69,0.37,0.0
1991-05-29,0.0,187.58,-75.01,99.11,14.26,6.83,-2.42,-0.86,0.27,0.29,0.3,0.37,0.0,0.0,-109.97,98.99,8.64,5.73,-3.35,-1.5,0.26,0.28,0.3,0.37,0.0,618.75,-57.14,99.26,18.7,8.53,-1.92,-0.33,0.28,0.29,0.3,0.37,0.01,7.13,0.37,0.0
1991-05-30,0.0,202.3,-77.83,99.12,15.41,7.17,-2.14,-0.96,0.26,0.28,0.3,0.37,0.0,0.0,-118.53,99.0,8.45,5.49,-3.28,-1.33,0.25,0.28,0.3,0.37,0.0,668.22,-49.5,99.21,20.89,9.0,-1.46,-0.58,0.26,0.28,0.3,0.37,0.0,7.53,0.37,0.0
1991-05-31,0.0,219.9,-76.18,98.91,17.09,8.61,0.05,-1.0,0.25,0.28,0.3,0.37,0.0,0.0,-111.5,98.65,9.11,7.06,-1.34,-2.5,0.24,0.27,0.3,0.37,0.0,599.06,-33.22,99.12,23.31,13.65,1.17,-0.05,0.25,0.28,0.3,0.37,0.0,6.84,0.37,0.0
1991-06-01,0.0,259.05,-97.35,98.72,15.45,7.12,0.72,-2.42,0.24,0.27,0.3,0.37,0.0,0.0,-134.87,98.64,10.49,2.33,-1.16,-3.28,0.23,0.27,0.3,0.37,0.0,710.43,-60.97,98.88,20.21,10.2,1.75,-1.5,0.24,0.27,0.3,0.37,0.0,9.11,0.37,0.0
1991-06-02,0.0,267.95,-106.82,98.59,14.61,5.04,-1.07,-0.66,0.23,0.27,0.29,0.37,0.0,0.0,-143.67,98.08,7.97,2.29,-2.35,-2.37,0.22,0.26,0.29,0.37,0.0,721.0,-67.1,98.89,20.55,10.6,0.38,0.6,0.23,0.27,0.3,0.37,0.0,8.13,0.37,0.0
1991-06-03,0.0,211.72,-72.67,98.08,14.23,4.82,3.89,0.6,0.22,0.26,0.29,0.37,0.0,0.0,-104.41,97.92,10.2,1.49,-1.18,-0.3,0.21,0.26,0.29,0.37,0.0,616.32,-26.89,98.51,17.69,7.63,6.31,1.62,0.22,0.26,0.29,0.37,0.05,10.5,0.37,0.0
1991-06-04,0.0,225.0,-85.31,98.53,10.58,2.83,2.46,-0.01,0.22,0.26,0.29,0.37,0.0,0.0,-115.65,98.39,6.89,1.14,1.28,-0.74,0.21,0.25,0.29,0.37,0.0,633.74,-62.53,98.69,15.04,5.48,3.34,0.83,0.22,0.26,0.29,0.37,1.39,7.74,0.37,0.0
1991-06-05,0.0,215.72,-83.97,98.73,11.3,1.94,0.18,-0.32,0.22,0.25,0.29,0.37,0.0,0.0,-110.89,98.49,5.16,-0.45,-2.49,-1.1,0.21,0.25,0.29,0.37,0.0,604.89,-58.12,98.9,15.88,4.44,1.36,0.46,0.22,0.25,0.29,0.37,0.22,6.31,0.35,2.25164274402437
1991-06-06,0.0,114.22,-42.48,98.12,12.46,8.03,0.27,1.43,0.27,0.25,0.29,0.37,0.0,0.0,-89.91,97.97,8.85,-0.26,-2.62,0.03,0.21,0.25,0.29,0.37,0.0,337.6,-9.76,98.43,16.29,12.03,3.33,2.53,0.3,0.25,0.29,0.37,8.26,3.93,0.39,5.46139638528258
1991-06-07,0.0,130.21,-42.43,97.61,13.46,9.91,0.77,1.54,0.3,0.25,0.29,0.37,0.0,0.0,-69.22,97.26,10.25,8.58,-0.42,-0.67,0.29,0.25,0.29,0.37,0.0,449.16,-16.02,98.11,16.69,11.21,2.41,2.28,0.31,0.25,0.29,0.37,3.06,3.74,0.39,6.45533890522695
1991-06-08,0.0,167.2,-44.15,97.92,14.92,11.18,1.78,-0.63,0.3,0.26,0.29,0.37,0.0,0.0,-70.1,97.31,11.38,10.3,-0.42,-1.7,0.3,0.25,0.29,0.37,0.0,462.91,-9.25,98.61,18.52,12.08,3.31,0.85,0.31,0.26,0.29,0.37,1.86,4.94,0.44,1.8305955098242
1991-06-09,0.0,79.63,-30.38,98.46,14.78,11.58,1.37,1.92,0.3,0.26,0.29,0.37,0.0,0.0,-45.19,98.32,12.21,10.15,0.25,0.96,0.29,0.26,0.29,0.37,0.0,272.08,-20.17,98.62,18.54,13.14,3.06,2.98,0.31,0.26,0.29,0.37,2.76,3.08,0.36,4.84476393256222
1991-06-10,0.0,180.49,-58.18,98.66,14.97,9.04,3.69,1.88,0.31,0.26,0.29,0.37,0.0,0.0,-89.64,98.39,11.65,6.34,2.34,1.56,0.3,0.26,0.29,0.37,0.0,561.93,-29.15,98.96,18.32,12.2,5.44,2.23,0.32,0.26,0.29,0.37,1.32,8.43,0.39,3.28593434054534
1991-06-11,0.0,172.43,-55.1,99.26,14.4,8.41,3.17,0.95,0.3,0.26,0.29,0.37,0.0,0.0,-85.1,98.99,11.04,5.59,1.3,0.22,0.29,0.26,0.28,0.37,0.0,511.74,-27.12,99.4,18.32,10.31,4.35,1.76,0.3,0.26,0.29,0.37,1.55,7.25,0.39,0.0
1991-06-12,0.0,234.73,-71.49,98.87,17.24,8.33,1.3,2.06,0.28,0.26,0.28,0.37,0.0,0.0,-118.25,98.45,9.12,6.56,-0.46,1.21,0.27,0.26,0.28,0.37,0.0,665.88,-33.7,99.37,24.3,10.48,2.64,2.69,0.29,0.26,0.28,0.37,0.01,9.4,0.35,0.0
1991-06-13,0.0,150.08,-54.99,98.5,16.18,8.55,3.47,1.59,0.26,0.26,0.28,0.37,0.0,0.0,-70.24,98.39,13.01,6.43,1.67,0.73,0.26,0.26,0.28,0.37,0.0,441.76,-32.52,98.6,18.16,11.15,4.93,2.37,0.27,0.26,0.28,0.37,1.07,8.79,0.32,5.2983573684794
1991-06-14,0.0,115.28,-37.55,98.7,13.43,10.5,2.82,1.61,0.29,0.26,0.28,0.37,0.0,0.0,-58.07,98.59,10.63,9.27,1.82,0.91,0.26,0.26,0.28,0.37,0.0,407.37,-19.16,98.76,15.81,11.51,3.71,2.51,0.31,0.26,0.28,0.37,5.43,4.08,0.39,2.25944561888397
1991-06-15,0.0,206.0,-64.3,98.4,18.04,11.05,2.16,1.52,0.29,0.26,0.28,0.37,0.0,0.0,-104.52,97.91,11.4,9.73,0.55,-0.28,0.28,0.26,0.28,0.37,0.0,658.38,-34.76,98.8,24.17,13.3,3.95,2.67,0.3,0.26,0.28,0.37,0.21,8.44,0.35,0.0
1991-06-16,0.0,124.0,-36.27,98.26,15.27,9.28,2.65,0.8,0.28,0.26,0.28,0.37,0.0,0.0,-66.04,98.04,12.46,6.98,0.91,0.19,0.27,0.26,0.28,0.37,0.0,440.87,-14.89,98.46,18.34,12.78,3.58,1.71,0.29,0.26,0.28,0.37,2.58,6.12,0.33,5.40985634344682
1991-06-17,0.0,69.36,-33.71,98.46,12.17,9.76,0.94,0.14,0.31,0.26,0.28,0.37,0.0,0.0,-53.54,98.33,10.19,9.11,-0.11,-0.77,0.29,0.26,0.28,0.37,0.0,210.03,-22.08,98.56,14.16,10.46,1.72,1.09,0.36,0.26,0.28,0.37,7.49,1.65,0.43,15.1938400621348
1991-06-18,0.0,165.23,-53.06,98.59,12.41,8.86,2.35,0.96,0.38,0.28,0.28,0.37,0.0,0.0,-92.72,98.34,9.61,6.43,1.34,-0.19,0.36,0.26,0.28,0.37,0.0,447.83,-18.65,98.9,15.83,10.59,3.61,1.78,0.4,0.29,0.28,0.37,8.96,4.97,0.64,4.01878856091131
1991-06-19,0.0,204.22,-70.88,98.77,12.74,7.35,2.17,1.69,0.34,0.3,0.28,0.37,0.0,0.0,-89.83,98.62,8.67,5.82,0.48,0.89,0.33,0.29,0.28,0.37,0.0,591.3,-44.19,98.89,16.43,8.84,3.76,2.42,0.35,0.3,0.28,0.37,0.79,6.74,0.43,0.032238193498867
1991-06-20,0.0,89.21,-37.44,98.3,12.18,9.25,0.21,1.59,0.34,0.3,0.28,0.37,0.0,0.0,-59.5,98.04,9.46,7.64,-0.98,0.54,0.32,0.3,0.28,0.37,0.0,300.47,-5.46,98.68,14.31,11.31,1.98,2.54,0.4,0.31,0.28,0.37,8.95,2.55,0.51,18.275667623458
1991-06-21,0.0,168.15,-45.94,98.76,15.56,11.92,1.27,1.01,0.37,0.31,0.28,0.37,0.0,0.0,-87.51,98.35,11.38,10.93,-1.68,0.16,0.35,0.31,0.28,0.37,0.0,534.75,-7.09,98.91,20.25,13.91,2.94,1.77,0.39,0.32,0.28,0.37,1.12,4.9,0.73,0.0
1991-06-22,0.0,213.82,-60.78,99.04,19.72,14.14,0.45,1.14,0.34,0.32,0.28,0.37,0.0,0.0,-95.54,98.92,13.53,10.68,-1.65,-0.83,0.32,0.31,0.28,0.37,0.0,640.49,-26.13,99.23,26.32,17.2,2.12,1.98,0.39,0.32,0.28,0.37,6.08,6.49,0.41,5.47310069757198
1991-06-23,0.0,157.05,-41.06,99.4,19.48,14.6,1.45,0.8,0.36,0.32,0.28,0.37,0.0,0.0,-67.02,99.18,16.18,12.91,-0.42,0.38,0.34,0.32,0.28,0.37,0.0,433.33,-6.79,99.58,23.55,16.19,2.63,1.5,0.38,0.32,0.28,0.37,0.35,5.46,0.44,0.0175564684340964
1991-06-24,0.0,179.19,-49.06,99.1,19.23,13.89,3.14,1.17,0.33,0.32,0.28,0.37,0.0,0.0,-80.25,99.03,16.85,12.9,-0.35,-0.51,0.32,0.32,0.28,0.37,0.0,532.31,-23.55,99.19,22.2,14.94,5.94,1.98,0.34,0.32,0.28,0.37,1.37,8.08,0.39,3.19917869243534
1991-06-25,0.0,155.78,-38.49,99.01,20.02,16.07,2.26,1.18,0.33,0.32,0.28,0.37,0.0,0.0,-71.13,98.83,16.29,14.22,0.91,0.54,0.33,0.32,0.28,0.36,0.0,477.73,-1.48,99.19,24.26,18.08,4.19,1.75,0.34,0.32,0.28,0.37,1.94,5.77,0.44,0.0
1991-06-26,0.0,193.1,-55.78,98.71,19.28,14.67,2.36,0.79,0.32,0.31,0.28,0.36,0.0,0.0,-89.1,98.64,15.77,12.53,-0.24,-0.66,0.31,0.31,0.28,0.36,0.0,592.44,-8.94,98.8,23.09,16.94,4.98,1.79,0.33,0.32,0.28,0.36,0.72,7.31,0.39,1.72597538506195
1991-06-27,0.0,208.05,-65.6,98.28,14.89,9.4,3.01,1.69,0.34,0.31,0.28,0.36,0.0,0.0,-102.56,98.05,10.34,4.57,-1.24,0.78,0.31,0.31,0.28,0.36,0.0,591.68,-21.35,98.73,18.51,13.74,7.04,3.28,0.37,0.31,0.28,0.36,7.94,8.94,0.65,11.698768141471
1991-06-28,0.0,150.02,-47.0,98.49,13.06,8.91,3.87,-0.14,0.38,0.32,0.28,0.36,0.0,0.0,-86.89,98.29,10.55,6.41,2.45,-2.67,0.36,0.31,0.28,0.36,0.0,524.73,-14.8,98.95,16.42,11.24,5.06,1.75,0.41,0.33,0.28,0.36,9.15,5.95,0.58,3.86673517055519
1991-06-29,0.0,162.9,-63.23,99.27,13.14,7.08,2.7,-0.56,0.36,0.34,0.28,0.36,0.0,0.0,-90.38,98.99,9.64,5.81,-0.09,-1.92,0.35,0.33,0.28,0.36,0.0,483.61,-42.66,99.66,17.06,8.74,4.52,0.7,0.38,0.34,0.28,0.36,1.01,6.74,0.42,0.0
1991-06-30,0.0,204.78,-71.18,99.72,15.6,8.78,0.88,1.06,0.34,0.33,0.28,0.36,0.0,0.0,-96.69,99.59,8.0,6.17,-0.63,-1.07,0.33,0.33,0.28,0.36,0.0,582.93,-48.39,99.82,20.62,11.37,2.7,2.03,0.35,0.33,0.28,0.36,0.17,6.62,0.38,0.0
1991-07-01,0.0,236.79,-72.85,99.43,19.45,11.69,-0.82,1.17,0.32,0.32,0.28,0.36,0.0,0.0,-110.15,99.16,11.73,8.77,-2.18,0.39,0.31,0.32,0.28,0.36,0.0,686.24,-24.7,99.66,25.66,15.87,-0.09,1.94,0.33,0.33,0.28,0.36,0.0,7.31,0.33,0.0
1991-07-02,0.0,262.55,-87.72,98.99,21.89,12.18,-2.57,0.6,0.3,0.32,0.28,0.36,0.0,0.0,-120.45,98.78,14.77,10.66,-3.26,-0.62,0.29,0.31,0.28,0.36,0.0,697.73,-51.61,99.19,28.03,14.34,-2.0,1.41,0.31,0.32,0.28,0.36,0.0,10.6,0.3,0.0
1991-07-03,0.0,252.44,-83.03,99.02,22.43,13.5,-2.81,-0.74,0.28,0.31,0.27,0.36,0.0,0.0,-104.53,98.88,15.97,10.77,-3.39,-1.37,0.27,0.3,0.27,0.36,0.0,683.6,-64.83,99.26,27.86,15.17,-2.34,-0.26,0.29,0.31,0.28,0.36,0.0,10.83,0.32,0.0
1991-07-04,0.0,203.26,-61.72,99.19,22.71,15.46,-3.23,-1.28,0.26,0.3,0.27,0.36,0.0,0.0,-79.42,99.07,18.05,13.61,-4.8,-1.55,0.26,0.29,0.27,0.36,0.0,573.12,-43.38,99.3,26.8,16.55,-2.03,-0.68,0.27,0.3,0.27,0.36,0.09,10.16,0.3,0.0
1991-07-05,0.0,194.56,-58.31,98.98,24.23,17.35,-3.51,-0.03,0.25,0.29,0.27,0.36,0.0,0.0,-79.45,98.82,19.15,16.13,-4.51,-0.84,0.25,0.28,0.27,0.36,0.0,516.49,-35.48,99.15,28.6,18.35,-2.88,0.68,0.26,0.29,0.27,0.36,0.13,9.98,0.28,0.0
1991-07-06,0.0,256.49,-84.87,99.0,25.19,15.68,-2.97,-0.19,0.24,0.28,0.27,0.36,0.0,0.0,-113.97,98.91,20.14,12.78,-3.57,-0.85,0.23,0.28,0.27,0.36,0.0,687.6,-59.18,99.09,30.31,17.33,-2.24,0.3,0.25,0.28,0.27,0.36,0.0,11.9,0.28,0.0
1991-07-07,0.0,260.05,-92.08,98.93,24.74,14.36,-2.5,-0.0,0.22,0.27,0.27,0.36,0.0,0.0,-121.77,98.71,18.49,11.88,-3.4,-0.68,0.22,0.27,0.27,0.36,0.0,702.09,-60.08,99.1,30.63,16.84,-1.61,0.9,0.23,0.28,0.27,0.36,0.0,11.36,0.29,0.0
1991-07-08,0.0,227.64,-70.9,98.98,24.28,15.43,1.78,0.56,0.21,0.26,0.27,0.36,0.0,0.0,-109.49,98.81,19.01,12.29,-1.95,-0.62,0.21,0.26,0.27,0.36,0.0,624.19,-39.71,99.13,29.18,18.43,3.58,1.68,0.22,0.27,0.27,0.36,0.04,9.55,0.3,0.0
1991-07-09,0.0,177.08,-56.75,99.25,22.83,15.69,1.92,-0.23,0.21,0.26,0.27,0.36,0.0,0.0,-86.49,99.11,19.22,13.26,0.89,-1.95,0.21,0.25,0.27,0.36,0.0,510.42,-24.39,99.41,26.11,16.88,2.74,0.81,0.21,0.26,0.27,0.36,0.54,7.06,0.29,0.0
1991-07-10,0.0,220.14,-76.74,99.37,23.42,14.5,-1.62,-1.2,0.2,0.25,0.27,0.36,0.0,0.0,-96.41,99.17,17.11,12.22,-2.81,-2.8,0.2,0.25,0.26,0.36,0.0,583.9,-54.24,99.52,28.82,16.27,0.28,-0.11,0.21,0.25,0.27,0.36,0.2,9.34,0.29,0.0
1991-07-11,0.0,250.83,-84.79,99.05,26.43,15.86,-0.78,0.97,0.19,0.25,0.26,0.36,0.0,0.0,-118.38,98.86,19.05,14.06,-2.15,-0.55,0.19,0.24,0.26,0.36,0.0,691.12,-55.92,99.23,32.83,18.12,1.39,2.17,0.2,0.25,0.26,0.36,0.0,10.12,0.3,0.0
1991-07-12,0.0,203.39,-67.29,99.05,26.38,16.17,1.99,0.94,0.19,0.24,0.26,0.36,0.0,0.0,-93.58,98.93,20.24,13.83,-0.52,-1.11,0.19,0.24,0.26,0.36,0.0,606.37,-42.34,99.22,30.84,17.78,3.84,2.2,0.19,0.24,0.26,0.36,0.74,10.42,0.28,4.01683784219641
1991-07-13,0.0,227.74,-76.83,98.99,24.11,11.12,1.73,-0.44,0.18,0.23,0.26,0.36,0.0,0.0,-126.07,98.65,20.11,9.2,0.5,-2.25,0.18,0.23,0.26,0.36,0.0,637.34,-24.1,99.23,28.48,12.72,2.63,0.49,0.19,0.24,0.26,0.36,0.12,11.33,0.29,8.96837795704787
1991-07-14,0.0,95.16,-38.68,98.57,18.96,14.24,2.24,-0.72,0.26,0.23,0.26,0.36,0.0,0.0,-68.41,98.38,16.21,12.47,0.51,-2.44,0.18,0.23,0.26,0.36,0.0,294.2,-11.82,98.93,21.21,15.82,3.87,2.0,0.29,0.23,0.26,0.36,9.99,4.84,0.43,4.47094462514383
1991-07-15,0.0,187.1,-66.62,98.9,19.37,11.96,2.64,0.28,0.28,0.23,0.26,0.36,0.0,0.0,-105.31,98.73,14.65,9.9,0.98,-1.18,0.26,0.23,0.26,0.36,0.0,505.56,-32.82,99.01,23.77,14.19,4.14,1.6,0.28,0.23,0.26,0.36,0.34,8.89,0.33,0.0
1991-07-16,0.0,182.63,-62.71,98.85,19.14,10.67,2.05,-0.14,0.25,0.23,0.26,0.36,0.0,0.0,-112.44,98.72,15.91,8.62,-0.52,-1.87,0.24,0.23,0.26,0.36,0.0,650.69,-16.96,98.95,24.05,12.98,3.09,0.69,0.26,0.23,0.26,0.36,0.06,8.55,0.28,0.0
1991-07-17,0.0,186.42,-71.32,98.81,19.14,10.09,1.25,-0.81,0.24,0.23,0.26,0.36,0.0,0.0,-107.0,98.76,14.45,7.72,-1.04,-2.58,0.23,0.23,0.26,0.36,0.0,604.55,-35.1,98.94,23.24,12.43,3.89,0.27,0.24,0.23,0.26,0.36,0.06,8.35,0.3,0.599383992504413
1991-07-18,0.0,127.19,-55.27,98.81,17.94,10.42,0.82,0.3,0.23,0.23,0.26,0.36,0.0,0.0,-99.41,98.49,13.46,8.66,-0.93,-1.66,0.22,0.23,0.26,0.36,0.0,495.6,-11.99,98.98,21.6,13.37,2.08,1.54,0.25,0.23,0.26,0.36,2.72,5.3,0.37,6.96570852268831
