date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow
1991-04-25,0.01,212.21,-88.02,98.3,6.52,0.54,-2.37,-0.19,0.33,0.32,0.35,0.38,0.01,0.0,-115.23,98.03,-0.84,-2.5,-3.38,-1.28,0.33,0.32,0.34,0.38,0.02,652.3,-63.67,98.72,12.05,2.91,-1.56,0.32,0.34,0.32,0.35,0.38,0.25,5.87,0.35
1991-04-26,0.01,224.38,-95.77,98.15,8.53,0.1,-2.03,-1.28,0.32,0.32,0.34,0.38,0.0,0.0,-130.03,98.05,2.21,-1.44,-2.9,-2.16,0.31,0.32,0.34,0.38,0.01,648.32,-64.86,98.28,14.33,2.75,-0.87,-0.42,0.33,0.32,0.34,0.38,0.07,7.21,0.35
1991-04-27,0.0,206.28,-83.05,98.25,9.38,2.47,-0.66,-1.07,0.31,0.32,0.34,0.38,0.0,0.0,-119.69,98.17,2.82,0.58,-1.84,-1.85,0.31,0.32,0.34,0.38,0.0,585.36,-52.56,98.32,14.73,4.77,1.03,-0.44,0.31,0.32,0.34,0.38,0.28,5.53,0.35
1991-04-28,0.0,160.78,-60.86,98.48,9.98,4.62,-0.18,-0.87,0.31,0.32,0.34,0.38,0.0,0.0,-93.98,98.3,5.13,1.95,-1.14,-2.29,0.31,0.32,0.34,0.38,0.0,533.15,-30.89,98.83,14.76,6.88,0.81,0.04,0.32,0.32,0.34,0.38,2.07,3.96,0.35
1991-04-29,0.0,198.5,-77.1,98.99,9.52,2.14,1.38,-0.84,0.32,0.31,0.34,0.38,0.0,0.0,-108.15,98.87,3.04,-0.82,0.49,-2.14,0.31,0.31,0.34,0.38,0.0,554.3,-37.46,99.15,14.15,4.02,2.35,0.74,0.32,0.32,0.34,0.38,0.42,6.05,0.32
1991-04-30,0.0,37.05,-13.57,98.24,8.9,6.42,1.11,1.83,0.35,0.32,0.34,0.38,0.0,0.0,-30.07,97.66,6.77,2.17,-1.59,0.04,0.31,0.31,0.34,0.38,0.0,133.71,-5.22,98.88,10.31,8.91,3.68,3.0,0.39,0.33,0.34,0.38,10.33,1.24,0.34
1991-05-01,0.0,87.27,-23.14,97.75,9.13,7.06,1.53,-0.6,0.38,0.34,0.34,0.38,0.0,0.0,-48.15,97.44,6.42,3.8,0.25,-3.32,0.37,0.33,0.34,0.38,0.0,344.37,-2.27,98.3,10.78,8.96,2.73,2.87,0.39,0.34,0.34,0.38,3.0,2.58,0.35
1991-05-02,0.0,134.0,-56.73,98.5,7.29,2.78,1.32,-1.66,0.36,0.34,0.34,0.38,0.0,0.0,-80.84,98.33,3.48,1.7,0.7,-2.88,0.35,0.34,0.34,0.38,0.0,403.74,-18.58,98.72,11.19,3.87,1.76,-0.75,0.37,0.34,0.34,0.38,0.41,4.09,0.37
1991-05-03,0.0,123.81,-49.12,98.45,6.59,0.88,1.41,-1.74,0.35,0.34,0.34,0.38,0.0,0.0,-99.75,98.16,4.17,-2.11,0.96,-2.74,0.34,0.34,0.34,0.38,0.0,424.98,-1.29,98.71,9.59,3.88,1.83,-0.6,0.35,0.34,0.34,0.38,0.6,4.61,0.37
1991-05-04,0.0,179.91,-63.88,98.03,5.9,2.04,1.46,-0.41,0.34,0.34,0.34,0.38,0.0,0.0,-101.05,97.87,1.79,0.07,0.96,-1.62,0.34,0.34,0.33,0.38,0.0,641.11,-5.25,98.15,10.09,3.41,1.86,0.95,0.34,0.34,0.34,0.38,1.12,4.09,0.37
1991-05-05,0.0,182.12,-62.29,98.07,7.17,3.55,0.94,0.06,0.34,0.34,0.33,0.38,0.0,0.0,-94.91,97.99,3.17,2.21,0.44,-0.75,0.34,0.34,0.33,0.38,0.0,526.85,-32.06,98.17,11.28,5.2,1.48,0.87,0.34,0.34,0.33,0.38,0.64,4.02,0.36
1991-05-06,0.0,158.61,-60.84,98.1,7.82,2.37,0.7,-0.01,0.33,0.34,0.33,0.38,0.0,0.0,-82.82,98.03,1.67,0.61,0.01,-1.26,0.33,0.33,0.33,0.38,0.0,472.44,-35.6,98.2,12.47,4.7,1.18,1.43,0.34,0.34,0.33,0.38,0.03,4.21,0.35
1991-05-07,0.0,195.03,-72.6,97.98,9.87,2.39,0.75,-0.81,0.32,0.33,0.33,0.38,0.0,0.0,-105.56,97.87,5.68,0.2,-0.9,-1.73,0.32,0.33,0.33,0.38,0.0,585.12,-20.43,98.05,14.28,4.17,1.58,0.16,0.33,0.33,0.33,0.38,0.11,5.57,0.34
1991-05-08,0.0,214.96,-84.21,98.16,9.9,3.33,-1.11,-1.09,0.32,0.33,0.33,0.38,0.0,0.0,-120.73,98.02,2.77,1.09,-1.39,-2.01,0.31,0.32,0.33,0.38,0.0,588.24,-57.26,98.38,15.33,5.47,-0.68,-0.07,0.32,0.33,0.33,0.38,0.47,5.97,0.32
1991-05-09,0.0,205.54,-84.39,98.42,10.53,2.82,-1.68,-1.66,0.31,0.32,0.33,0.38,0.0,0.0,-118.66,98.35,4.67,1.2,-2.1,-2.42,0.3,0.32,0.33,0.38,0.0,629.1,-62.17,98.55,15.36,4.19,-1.28,-0.83,0.31,0.32,0.33,0.38,0.0,6.95,0.32
1991-05-10,0.0,210.06,-80.21,98.11,11.74,6.54,-0.51,-2.51,0.3,0.32,0.33,0.38,0.0,0.0,-112.35,97.91,5.57,3.11,-1.62,-3.53,0.3,0.31,0.33,0.38,0.0,621.43,-54.64,98.35,17.66,9.71,0.73,-1.69,0.31,0.32,0.33,0.38,1.61,6.42,0.3
1991-05-11,0.0,80.25,-36.73,98.16,11.56,8.68,1.13,-2.54,0.32,0.31,0.33,0.38,0.0,0.0,-66.16,98.0,7.69,5.8,0.24,-4.11,0.31,0.31,0.33,0.38,0.0,253.28,-17.25,98.45,14.45,11.04,2.33,-1.55,0.34,0.31,0.33,0.38,3.82,3.02,0.31
1991-05-12,0.0,144.84,-54.16,98.91,10.81,5.71,1.68,-1.56,0.33,0.32,0.33,0.38,0.0,0.0,-76.24,98.48,7.73,3.69,0.41,-2.28,0.33,0.32,0.33,0.38,0.0,424.93,-28.81,99.32,13.91,6.94,2.32,-0.74,0.34,0.32,0.33,0.38,0.71,5.07,0.3
1991-05-13,0.0,184.23,-68.62,99.42,11.5,4.77,0.58,-0.49,0.32,0.31,0.32,0.38,0.0,0.0,-110.5,99.3,6.32,2.79,-0.4,-1.31,0.31,0.31,0.32,0.38,0.0,531.3,-28.45,99.56,16.27,6.8,1.11,1.69,0.33,0.32,0.33,0.38,0.07,5.08,0.3
1991-05-14,0.0,81.34,-32.97,99.22,11.15,7.91,1.06,-0.47,0.34,0.32,0.32,0.38,0.0,0.0,-56.41,99.13,8.06,4.18,-0.2,-3.18,0.31,0.31,0.32,0.38,0.0,219.99,-3.49,99.43,14.22,11.89,2.51,1.89,0.39,0.32,0.32,0.38,7.7,2.25,0.32
1991-05-15,0.0,207.67,-70.65,99.23,8.73,1.51,1.87,-1.86,0.35,0.32,0.32,0.38,0.0,0.0,-112.42,98.78,6.14,-0.4,0.4,-3.27,0.34,0.32,0.32,0.38,0.0,604.73,-26.45,99.48,11.94,4.92,3.36,0.02,0.37,0.32,0.32,0.38,1.8,7.56,0.3
1991-05-16,0.0,183.51,-53.86,98.77,7.53,1.54,1.41,-2.08,0.37,0.33,0.32,0.38,0.0,0.0,-87.59,98.6,4.5,-1.28,0.37,-3.2,0.36,0.32,0.32,0.38,0.0,545.93,-7.91,99.02,11.04,4.16,3.13,-0.19,0.39,0.33,0.32,0.38,4.76,6.37,0.33
1991-05-17,0.0,161.88,-59.62,99.04,7.76,2.87,1.22,-1.93,0.36,0.34,0.32,0.38,0.0,0.0,-98.98,98.93,3.95,1.03,0.63,-2.79,0.35,0.33,0.32,0.38,0.0,558.67,-8.99,99.23,11.83,4.63,1.62,-0.4,0.36,0.34,0.32,0.38,1.86,4.96,0.3
1991-05-18,0.0,189.43,-75.89,99.29,8.51,2.57,0.39,-2.16,0.34,0.33,0.32,0.38,0.0,0.0,-98.68,99.21,3.11,0.98,0.09,-3.2,0.34,0.33,0.32,0.38,0.0,533.04,-59.92,99.39,12.68,4.2,0.86,-1.21,0.35,0.34,0.32,0.38,0.91,5.64,0.3
1991-05-19,0.0,189.7,-70.17,99.39,9.94,4.43,0.58,-0.76,0.33,0.33,0.32,0.38,0.0,0.0,-106.01,99.33,4.51,2.85,-0.12,-1.62,0.33,0.33,0.32,0.37,0.0,520.79,-37.34,99.51,14.38,6.17,1.2,0.74,0.34,0.33,0.32,0.38,0.36,4.82,0.3
1991-05-20,0.0,145.43,-48.57,99.54,12.52,6.22,1.27,0.09,0.32,0.33,0.32,0.37,0.0,0.0,-92.65,99.34,6.45,3.65,0.54,-0.94,0.32,0.33,0.32,0.37,0.0,501.53,-24.21,99.74,16.65,9.03,2.0,1.32,0.33,0.33,0.32,0.37,0.03,4.54,0.3
1991-05-21,0.0,143.48,-48.89,100.02,15.68,10.8,1.94,-0.2,0.32,0.32,0.32,0.37,0.0,0.0,-62.98,99.75,9.6,8.18,0.55,-1.93,0.31,0.32,0.32,0.37,0.0,408.16,-33.3,100.2,20.5,13.28,2.84,0.77,0.32,0.33,0.32,0.37,0.2,4.98,0.3
1991-05-22,0.0,166.99,-58.24,100.05,16.5,10.28,1.87,-1.39,0.31,0.32,0.32,0.37,0.0,0.0,-83.65,99.77,10.62,5.86,0.42,-3.26,0.3,0.32,0.32,0.37,0.0,506.55,-37.44,100.22,21.13,12.3,3.6,0.07,0.31,0.32,0.32,0.37,0.02,7.25,0.28
1991-05-23,0.0,192.61,-73.47,99.86,10.34,2.25,1.4,-2.78,0.3,0.31,0.31,0.37,0.0,0.0,-92.57,99.76,7.54,1.28,0.68,-3.7,0.29,0.31,0.31,0.37,0.0,591.83,-50.48,99.95,12.58,4.99,2.26,-1.69,0.3,0.32,0.32,0.37,0.02,8.49,0.27
1991-05-24,0.0,172.87,-70.45,99.77,8.84,0.27,0.59,-2.3,0.29,0.31,0.31,0.37,0.0,0.0,-89.34,99.7,5.62,-1.74,-0.3,-3.08,0.29,0.31,0.31,0.37,0.0,521.01,-37.12,99.83,11.98,2.21,0.85,-1.47,0.29,0.31,0.31,0.37,0.02,6.81,0.27
1991-05-25,0.0,166.03,-57.24,99.65,10.79,2.44,1.23,-1.2,0.28,0.3,0.31,0.37,0.0,0.0,-86.52,99.52,5.49,-0.34,0.26,-2.39,0.28,0.3,0.31,0.37,0.0,507.83,-22.1,99.8,14.94,6.55,2.48,0.5,0.29,0.31,0.31,0.37,0.57,6.36,0.27
1991-05-26,0.0,85.72,-26.7,99.69,10.56,7.04,1.23,-1.64,0.31,0.3,0.31,0.37,0.0,0.0,-60.6,99.58,8.73,5.93,0.44,-2.79,0.29,0.3,0.31,0.37,0.0,244.87,-11.3,99.84,12.8,7.97,1.67,-0.09,0.31,0.3,0.31,0.37,2.66,3.33,0.27
1991-05-27,0.0,175.55,-70.27,99.67,11.91,5.55,-0.62,-0.97,0.3,0.3,0.31,0.37,0.0,0.0,-109.63,99.44,5.79,4.32,-1.64,-1.82,0.3,0.3,0.31,0.37,0.0,562.53,-45.03,99.83,16.7,7.08,0.89,-0.22,0.31,0.3,0.31,0.37,0.03,5.1,0.27
1991-05-28,0.0,211.96,-78.4,99.24,13.55,5.72,-1.66,-1.02,0.29,0.3,0.31,0.37,0.0,0.0,-111.31,99.03,5.77,4.23,-2.83,-2.36,0.28,0.29,0.31,0.37,0.0,654.48,-54.34,99.45,19.26,7.39,-1.03,-0.17,0.3,0.3,0.31,0.37,0.0,7.43,0.3
1991-05-29,0.0,198.32,-77.22,98.97,14.44,6.48,-2.42,-0.68,0.28,0.29,0.31,0.37,0.0,0.0,-109.36,98.85,8.76,4.99,-3.31,-1.47,0.27,0.29,0.31,0.37,0.0,626.68,-63.29,99.11,19.18,8.17,-1.89,-0.22,0.28,0.29,0.31,0.37,0.0,7.98,0.3
1991-05-30,0.0,206.61,-78.01,98.98,15.47,6.91,-2.1,-0.69,0.27,0.29,0.31,0.37,0.0,0.0,-118.57,98.87,8.09,5.04,-3.27,-1.27,0.26,0.29,0.31,0.37,0.0,673.88,-51.15,99.08,21.18,8.44,-1.37,-0.16,0.27,0.29,0.31,0.37,0.0,8.11,0.3
1991-05-31,0.0,224.25,-77.75,98.79,17.16,8.24,-0.01,-0.86,0.26,0.28,0.3,0.37,0.0,0.0,-113.11,98.54,9.21,6.67,-1.27,-2.48,0.25,0.28,0.3,0.37,0.0,611.21,-32.73,98.99,23.3,12.49,0.9,0.21,0.26,0.29,0.31,0.37,0.0,7.4,0.28
1991-06-01,0.0,258.93,-95.72,98.6,15.61,7.17,0.75,-2.38,0.25,0.28,0.3,0.37,0.0,0.0,-132.33,98.53,11.03,2.58,-0.95,-3.32,0.24,0.27,0.3,0.37,0.0,710.41,-57.28,98.75,20.36,10.13,1.55,-1.38,0.25,0.28,0.3,0.37,0.0,9.54,0.27
1991-06-02,0.0,267.64,-105.38,98.46,14.85,4.98,-1.09,-0.65,0.24,0.27,0.3,0.37,0.0,0.0,-141.2,97.96,8.1,2.24,-2.22,-2.23,0.23,0.27,0.3,0.37,0.0,721.68,-67.18,98.76,20.87,9.48,0.22,0.71,0.24,0.27,0.3,0.37,0.0,8.44,0.27
1991-06-03,0.0,212.53,-71.66,97.99,14.24,4.54,3.91,0.48,0.23,0.27,0.3,0.37,0.0,0.0,-100.4,97.82,10.02,1.35,-0.63,-0.56,0.23,0.26,0.3,0.37,0.0,616.66,-27.25,98.41,17.67,7.87,6.29,1.54,0.23,0.27,0.3,0.37,0.03,11.17,0.27
1991-06-04,0.0,222.44,-84.69,98.42,10.6,2.42,2.43,-0.07,0.23,0.26,0.3,0.37,0.0,0.0,-110.78,98.28,6.93,0.65,1.25,-0.91,0.23,0.26,0.3,0.37,0.0,628.72,-65.52,98.57,14.97,4.49,3.42,0.79,0.23,0.26,0.3,0.37,1.2,8.2,0.27
1991-06-05,0.0,215.82,-83.03,98.6,11.52,1.73,0.05,-0.29,0.23,0.26,0.3,0.37,0.0,0.0,-108.38,98.34,6.16,-0.58,-2.5,-0.87,0.23,0.26,0.29,0.37,0.0,598.58,-60.32,98.78,16.02,4.39,1.31,0.22,0.23,0.26,0.3,0.37,0.18,6.71,0.27
1991-06-06,0.0,115.78,-42.43,98.0,12.62,7.96,0.39,1.35,0.27,0.26,0.29,0.37,0.0,0.0,-91.6,97.87,8.93,-0.05,-2.61,0.28,0.23,0.26,0.29,0.37,0.0,352.59,-8.94,98.28,16.55,11.98,3.6,2.35,0.3,0.26,0.29,0.37,7.05,4.41,0.3
1991-06-07,0.0,126.29,-41.54,97.48,13.48,9.81,0.71,1.32,0.3,0.26,0.29,0.37,0.0,0.0,-67.19,97.13,10.61,8.45,-0.5,-0.75,0.29,0.26,0.29,0.37,0.0,437.21,-14.73,97.98,16.53,11.56,2.32,2.04,0.31,0.26,0.29,0.37,3.2,3.79,0.3
1991-06-08,0.0,162.99,-41.83,97.81,14.88,10.93,1.76,-0.61,0.3,0.26,0.29,0.37,0.0,0.0,-69.79,97.19,11.42,10.23,-0.47,-1.8,0.3,0.26,0.29,0.37,0.0,448.77,-9.32,98.5,18.59,11.53,3.15,0.94,0.31,0.26,0.29,0.37,0.86,5.28,0.31
1991-06-09,0.0,78.56,-29.44,98.34,14.91,11.31,1.35,1.79,0.3,0.26,0.29,0.37,0.0,0.0,-40.89,98.21,12.44,9.81,0.12,0.98,0.29,0.26,0.29,0.37,0.0,272.03,-17.94,98.51,18.46,13.12,3.11,2.74,0.31,0.26,0.29,0.37,2.63,3.43,0.32
1991-06-10,0.0,178.01,-57.82,98.56,14.99,8.75,3.65,1.68,0.3,0.26,0.29,0.37,0.0,0.0,-90.02,98.27,11.72,6.12,2.14,1.23,0.29,0.26,0.29,0.37,0.0,560.52,-31.63,98.86,18.38,11.93,5.31,2.09,0.31,0.26,0.29,0.37,1.01,9.0,0.31
1991-06-11,0.0,169.19,-53.91,99.15,14.43,7.96,3.18,0.78,0.29,0.26,0.29,0.37,0.0,0.0,-79.9,98.89,11.03,5.31,1.22,-0.14,0.29,0.26,0.29,0.37,0.0,502.21,-28.69,99.28,18.32,9.73,4.31,1.61,0.3,0.26,0.29,0.37,1.16,7.91,0.3
1991-06-12,0.0,235.46,-72.61,98.75,17.52,8.09,1.26,1.93,0.28,0.26,0.29,0.37,0.0,0.0,-119.15,98.34,9.71,6.54,-0.59,1.1,0.27,0.26,0.29,0.37,0.0,666.63,-38.83,99.25,24.61,10.2,2.75,2.54,0.29,0.26,0.29,0.37,0.0,9.91,0.3
1991-06-13,0.0,151.49,-54.87,98.4,16.2,8.28,3.45,1.35,0.26,0.26,0.29,0.37,0.0,0.0,-69.96,98.27,13.11,6.15,1.66,0.44,0.26,0.26,0.29,0.37,0.0,447.53,-33.14,98.49,18.17,10.85,4.98,2.2,0.27,0.26,0.29,0.37,0.91,9.45,0.31
1991-06-14,0.0,105.8,-35.33,98.59,13.49,10.39,2.65,1.36,0.3,0.26,0.29,0.37,0.0,0.0,-59.86,98.48,10.75,9.08,1.67,0.76,0.27,0.26,0.29,0.37,0.0,362.9,-17.29,98.65,15.71,11.01,3.61,2.11,0.3,0.26,0.29,0.37,4.96,4.12,0.32
1991-06-15,0.0,206.29,-62.79,98.28,18.34,10.92,2.17,1.36,0.29,0.26,0.29,0.37,0.0,0.0,-102.85,97.8,11.86,9.5,0.37,-0.43,0.28,0.26,0.28,0.37,0.0,656.38,-29.99,98.69,24.46,13.43,3.9,2.45,0.3,0.26,0.29,0.37,0.2,9.13,0.3
1991-06-16,0.0,114.26,-34.25,98.15,15.1,9.31,2.5,0.58,0.28,0.26,0.28,0.37,0.0,0.0,-58.78,97.94,12.14,7.15,0.85,-0.15,0.27,0.26,0.28,0.37,0.0,415.46,-16.15,98.35,17.93,12.34,3.55,1.51,0.29,0.26,0.28,0.37,2.89,6.05,0.3
1991-06-17,0.0,77.97,-35.19,98.34,12.2,9.48,0.88,0.09,0.31,0.26,0.28,0.37,0.0,0.0,-52.32,98.22,10.09,8.97,-0.34,-0.65,0.3,0.26,0.28,0.37,0.0,224.97,-22.53,98.45,14.44,10.61,1.68,1.12,0.34,0.26,0.28,0.37,5.71,2.01,0.33
1991-06-18,0.0,165.54,-52.49,98.49,12.37,8.57,2.4,0.87,0.36,0.27,0.28,0.37,0.0,0.0,-94.73,98.23,9.53,6.2,1.28,-0.04,0.35,0.26,0.28,0.37,0.0,444.87,-19.21,98.79,16.04,10.14,3.58,1.61,0.38,0.28,0.28,0.37,6.17,5.4,0.33
1991-06-19,0.0,204.11,-70.36,98.65,12.83,7.09,2.16,1.49,0.33,0.28,0.28,0.37,0.0,0.0,-90.38,98.5,8.88,5.63,0.35,0.58,0.32,0.28,0.28,0.36,0.0,599.59,-45.58,98.77,16.54,8.42,3.56,2.18,0.34,0.28,0.28,0.37,0.86,7.21,0.31
1991-06-20,0.0,82.8,-35.35,98.18,12.24,9.23,0.28,1.45,0.34,0.29,0.28,0.36,0.0,0.0,-57.97,97.91,9.55,7.35,-1.04,0.6,0.31,0.28,0.28,0.36,0.0,274.44,-4.25,98.55,14.26,11.41,2.49,2.29,0.39,0.29,0.28,0.36,8.38,2.48,0.37
1991-06-21,0.0,163.38,-44.4,98.64,15.8,11.79,1.27,0.88,0.36,0.3,0.28,0.36,0.0,0.0,-85.7,98.24,11.58,10.79,-1.82,0.09,0.34,0.29,0.28,0.36,0.0,515.44,-6.32,98.79,20.73,13.35,2.79,1.38,0.38,0.3,0.28,0.36,1.05,5.07,0.4
1991-06-22,0.0,210.12,-60.04,98.92,19.8,13.93,0.48,1.05,0.34,0.3,0.28,0.36,0.0,0.0,-94.83,98.78,13.79,10.5,-1.54,-0.54,0.32,0.3,0.28,0.36,0.0,644.91,-23.67,99.12,26.47,17.06,2.04,2.01,0.39,0.31,0.28,0.36,6.03,6.69,0.32
1991-06-23,0.0,159.23,-40.88,99.28,19.64,14.56,1.32,0.55,0.36,0.31,0.28,0.36,0.0,0.0,-68.33,99.06,16.13,12.88,-1.02,0.14,0.34,0.31,0.28,0.36,0.0,435.76,-7.63,99.46,23.95,16.14,2.49,1.62,0.38,0.31,0.28,0.36,0.53,5.78,0.33
1991-06-24,0.0,175.38,-48.92,99.0,19.31,13.73,3.11,1.08,0.33,0.31,0.28,0.36,0.0,0.0,-80.54,98.92,17.18,12.62,-0.63,-0.59,0.32,0.31,0.28,0.36,0.0,521.69,-24.99,99.08,22.25,14.6,5.78,1.95,0.34,0.31,0.28,0.36,1.27,8.6,0.32
1991-06-25,0.0,156.41,-37.24,98.9,20.16,15.9,2.28,1.01,0.34,0.31,0.28,0.36,0.0,0.0,-69.03,98.72,16.14,14.08,0.83,0.22,0.33,0.31,0.28,0.36,0.0,474.76,1.1,99.08,24.49,17.55,4.13,1.62,0.35,0.31,0.28,0.36,3.22,6.3,0.32
1991-06-26,0.0,191.28,-54.71,98.6,19.31,14.56,2.3,0.7,0.33,0.31,0.28,0.36,0.0,0.0,-86.58,98.52,15.98,12.74,-0.3,-0.68,0.32,0.31,0.28,0.36,0.0,582.17,-9.09,98.69,22.75,16.65,5.07,1.51,0.33,0.31,0.28,0.36,0.79,7.65,0.32
1991-06-27,0.0,208.84,-64.18,98.18,14.87,9.32,3.07,1.6,0.35,0.31,0.28,0.36,0.0,0.0,-101.07,97.95,10.45,4.48,-1.09,0.81,0.32,0.31,0.28,0.36,0.0,608.22,-20.44,98.61,18.24,13.72,6.88,2.84,0.38,0.31,0.28,0.36,8.44,9.45,0.34
1991-06-28,0.0,152.27,-47.43,98.4,12.99,8.94,3.86,0.07,0.38,0.32,0.28,0.36,0.0,0.0,-87.88,98.21,10.6,7.02,2.34,-2.21,0.37,0.31,0.28,0.36,0.0,540.95,-14.72,98.85,16.46,10.76,4.9,1.66,0.4,0.33,0.28,0.36,7.49,6.22,0.35
1991-06-29,0.0,161.39,-62.36,99.17,13.16,7.29,2.72,-0.31,0.36,0.33,0.28,0.36,0.0,0.0,-85.98,98.89,9.34,5.7,0.39,-1.77,0.35,0.33,0.28,0.36,0.0,496.02,-45.05,99.54,17.19,9.78,4.61,0.79,0.38,0.33,0.28,0.36,1.14,6.92,0.35
1991-06-30,0.0,198.88,-69.24,99.6,15.73,9.05,0.87,0.97,0.34,0.33,0.28,0.36,0.0,0.0,-92.16,99.47,7.93,6.65,-0.38,-0.46,0.33,0.33,0.28,0.36,0.0,557.55,-48.22,99.7,20.73,12.36,2.5,2.07,0.35,0.33,0.28,0.36,0.03,6.6,0.33
1991-07-01,0.0,239.06,-74.54,99.3,19.74,11.45,-0.88,1.0,0.32,0.32,0.28,0.36,0.0,0.0,-111.66,99.02,12.07,9.18,-2.16,-0.1,0.31,0.32,0.28,0.36,0.0,689.22,-27.63,99.54,25.86,14.82,-0.3,1.91,0.33,0.33,0.28,0.36,0.0,7.74,0.32
1991-07-02,0.0,261.73,-89.43,98.85,22.14,12.1,-2.43,0.67,0.3,0.32,0.28,0.36,0.0,0.0,-122.86,98.64,15.29,10.64,-3.23,-0.25,0.29,0.31,0.28,0.36,0.0,696.5,-54.93,99.05,28.33,13.85,-1.83,1.27,0.31,0.32,0.28,0.36,0.0,11.15,0.3
1991-07-03,0.0,251.45,-82.64,98.88,22.49,13.38,-2.7,-0.49,0.28,0.31,0.28,0.36,0.0,0.0,-104.0,98.73,15.97,10.8,-3.37,-1.27,0.28,0.3,0.28,0.36,0.0,682.1,-65.47,99.12,28.03,14.93,-2.12,-0.0,0.29,0.31,0.28,0.36,0.01,11.21,0.3
1991-07-04,0.0,201.61,-61.55,99.05,22.8,15.36,-3.13,-1.02,0.27,0.3,0.28,0.36,0.0,0.0,-77.33,98.93,18.02,13.91,-4.71,-1.52,0.26,0.29,0.27,0.36,0.0,575.05,-43.69,99.16,27.02,16.3,-1.95,-0.4,0.28,0.3,0.28,0.36,0.07,10.65,0.3
1991-07-05,0.0,197.91,-59.39,98.84,24.41,17.06,-3.44,0.18,0.26,0.29,0.27,0.36,0.0,0.0,-80.92,98.67,19.19,16.16,-4.55,-0.61,0.25,0.29,0.27,0.36,0.0,501.15,-38.45,99.0,28.97,17.99,-2.77,0.85,0.27,0.29,0.27,0.36,0.03,10.97,0.3
1991-07-06,0.0,253.19,-83.35,98.86,25.45,15.9,-2.9,0.01,0.25,0.28,0.27,0.36,0.0,0.0,-112.72,98.76,20.3,13.2,-3.37,-0.8,0.24,0.28,0.27,0.36,0.0,681.1,-58.76,98.95,30.7,17.43,-2.26,0.5,0.25,0.29,0.27,0.36,0.0,12.45,0.3
1991-07-07,0.0,258.98,-92.79,98.8,24.9,14.18,-2.4,0.23,0.24,0.28,0.27,0.36,0.0,0.0,-122.81,98.58,18.56,12.1,-3.37,-0.17,0.23,0.27,0.27,0.36,0.0,700.16,-60.48,98.96,30.85,17.06,-1.58,0.85,0.24,0.28,0.27,0.36,0.0,11.89,0.3
1991-07-08,0.0,224.12,-69.61,98.87,24.55,15.29,1.93,0.52,0.23,0.27,0.27,0.36,0.0,0.0,-108.94,98.67,19.78,11.61,-1.58,-0.77,0.22,0.26,0.27,0.36,0.0,616.47,-35.53,99.03,29.32,18.23,3.47,1.73,0.23,0.27,0.27,0.36,0.05,10.01,0.3
1991-07-09,0.0,178.39,-56.74,99.15,23.04,15.56,1.85,-0.25,0.22,0.26,0.27,0.36,0.0,0.0,-87.54,99.01,19.8,13.0,0.97,-1.58,0.22,0.26,0.27,0.36,0.0,508.01,-24.81,99.3,26.28,16.98,2.59,0.69,0.22,0.26,0.27,0.36,0.42,7.58,0.3
1991-07-10,0.0,226.37,-77.68,99.24,23.54,14.17,-1.46,-1.1,0.21,0.26,0.27,0.36,0.0,0.0,-100.62,99.04,17.0,11.78,-2.83,-2.63,0.21,0.25,0.27,0.36,0.0,588.58,-51.68,99.39,29.21,15.97,0.59,-0.14,0.22,0.26,0.27,0.36,0.13,9.95,0.3
1991-07-11,0.0,247.18,-84.13,98.93,26.59,15.67,-0.71,0.94,0.21,0.25,0.27,0.36,0.0,0.0,-117.64,98.74,19.22,13.41,-2.03,-0.05,0.2,0.25,0.27,0.36,0.0,685.28,-54.81,99.09,33.0,17.77,1.4,2.16,0.21,0.25,0.27,0.36,0.0,10.27,0.3
1991-07-12,0.0,201.53,-66.97,98.94,26.44,15.91,2.05,0.83,0.2,0.25,0.26,0.36,0.0,0.0,-91.16,98.81,21.37,13.8,-0.48,-1.04,0.2,0.24,0.26,0.36,0.0,611.71,-41.59,99.11,30.64,17.56,3.92,2.2,0.2,0.25,0.27,0.36,0.88,11.16,0.3
